row_id,date,country,store,product,num_sold,easter,newyear
1766,2015-04-09,Finland,KaggleMart,Kaggle Sticker,118,1,0
1767,2015-04-09,Finland,KaggleRama,Kaggle Mug,357,1,0
1768,2015-04-09,Finland,KaggleRama,Kaggle Hat,881,1,0
1769,2015-04-09,Finland,KaggleRama,Kaggle Sticker,207,1,0
1770,2015-04-09,Norway,KaggleMart,Kaggle Mug,458,1,0
1771,2015-04-09,Norway,KaggleMart,Kaggle Hat,935,1,0
1772,2015-04-09,Norway,KaggleMart,Kaggle Sticker,197,1,0
1773,2015-04-09,Norway,KaggleRama,Kaggle Mug,752,1,0
1774,2015-04-09,Norway,KaggleRama,Kaggle Hat,1679,1,0
1775,2015-04-09,Norway,KaggleRama,Kaggle Sticker,372,1,0
1776,2015-04-09,Sweden,KaggleMart,Kaggle Mug,280,1,0
1777,2015-04-09,Sweden,KaggleMart,Kaggle Hat,589,1,0
1778,2015-04-09,Sweden,KaggleMart,Kaggle Sticker,144,1,0
1779,2015-04-09,Sweden,KaggleRama,Kaggle Mug,489,1,0
1780,2015-04-09,Sweden,KaggleRama,Kaggle Hat,1005,1,0
1781,2015-04-09,Sweden,KaggleRama,Kaggle Sticker,224,1,0
1782,2015-04-10,Finland,KaggleMart,Kaggle Mug,234,1,0
1783,2015-04-10,Finland,KaggleMart,Kaggle Hat,514,1,0
1784,2015-04-10,Finland,KaggleMart,Kaggle Sticker,125,1,0
1785,2015-04-10,Finland,KaggleRama,Kaggle Mug,395,1,0
1786,2015-04-10,Finland,KaggleRama,Kaggle Hat,889,1,0
1787,2015-04-10,Finland,KaggleRama,Kaggle Sticker,212,1,0
1788,2015-04-10,Norway,KaggleMart,Kaggle Mug,376,1,0
1789,2015-04-10,Norway,KaggleMart,Kaggle Hat,869,1,0
1790,2015-04-10,Norway,KaggleMart,Kaggle Sticker,240,1,0
1791,2015-04-10,Norway,KaggleRama,Kaggle Mug,698,1,0
1792,2015-04-10,Norway,KaggleRama,Kaggle Hat,1588,1,0
1793,2015-04-10,Norway,KaggleRama,Kaggle Sticker,368,1,0
1794,2015-04-10,Sweden,KaggleMart,Kaggle Mug,281,1,0
1795,2015-04-10,Sweden,KaggleMart,Kaggle Hat,651,1,0
1796,2015-04-10,Sweden,KaggleMart,Kaggle Sticker,143,1,0
1797,2015-04-10,Sweden,KaggleRama,Kaggle Mug,468,1,0
1798,2015-04-10,Sweden,KaggleRama,Kaggle Hat,1089,1,0
1799,2015-04-10,Sweden,KaggleRama,Kaggle Sticker,222,1,0
1800,2015-04-11,Finland,KaggleMart,Kaggle Mug,258,1,0
1801,2015-04-11,Finland,KaggleMart,Kaggle Hat,640,1,0
1802,2015-04-11,Finland,KaggleMart,Kaggle Sticker,132,1,0
1803,2015-04-11,Finland,KaggleRama,Kaggle Mug,468,1,0
1804,2015-04-11,Finland,KaggleRama,Kaggle Hat,1042,1,0
1805,2015-04-11,Finland,KaggleRama,Kaggle Sticker,220,1,0
1806,2015-04-11,Norway,KaggleMart,Kaggle Mug,495,1,0
1807,2015-04-11,Norway,KaggleMart,Kaggle Hat,1091,1,0
1808,2015-04-11,Norway,KaggleMart,Kaggle Sticker,234,1,0
1809,2015-04-11,Norway,KaggleRama,Kaggle Mug,774,1,0
1810,2015-04-11,Norway,KaggleRama,Kaggle Hat,1676,1,0
1811,2015-04-11,Norway,KaggleRama,Kaggle Sticker,416,1,0
1812,2015-04-11,Sweden,KaggleMart,Kaggle Mug,313,1,0
1813,2015-04-11,Sweden,KaggleMart,Kaggle Hat,698,1,0
1814,2015-04-11,Sweden,KaggleMart,Kaggle Sticker,163,1,0
1815,2015-04-11,Sweden,KaggleRama,Kaggle Mug,565,1,0
1816,2015-04-11,Sweden,KaggleRama,Kaggle Hat,1208,1,0
1817,2015-04-11,Sweden,KaggleRama,Kaggle Sticker,270,1,0
1818,2015-04-12,Finland,KaggleMart,Kaggle Mug,259,1,0
1819,2015-04-12,Finland,KaggleMart,Kaggle Hat,475,1,0
1820,2015-04-12,Finland,KaggleMart,Kaggle Sticker,137,1,0
1821,2015-04-12,Finland,KaggleRama,Kaggle Mug,397,1,0
1822,2015-04-12,Finland,KaggleRama,Kaggle Hat,930,1,0
1823,2015-04-12,Finland,KaggleRama,Kaggle Sticker,214,1,0
1824,2015-04-12,Norway,KaggleMart,Kaggle Mug,419,1,0
1825,2015-04-12,Norway,KaggleMart,Kaggle Hat,933,1,0
1826,2015-04-12,Norway,KaggleMart,Kaggle Sticker,212,1,0
1827,2015-04-12,Norway,KaggleRama,Kaggle Mug,728,1,0
1828,2015-04-12,Norway,KaggleRama,Kaggle Hat,1522,1,0
1829,2015-04-12,Norway,KaggleRama,Kaggle Sticker,394,1,0
1830,2015-04-12,Sweden,KaggleMart,Kaggle Mug,282,1,0
1831,2015-04-12,Sweden,KaggleMart,Kaggle Hat,665,1,0
1832,2015-04-12,Sweden,KaggleMart,Kaggle Sticker,143,1,0
1833,2015-04-12,Sweden,KaggleRama,Kaggle Mug,513,1,0
1834,2015-04-12,Sweden,KaggleRama,Kaggle Hat,1158,1,0
1835,2015-04-12,Sweden,KaggleRama,Kaggle Sticker,243,1,0
1836,2015-04-13,Finland,KaggleMart,Kaggle Mug,181,0,0
1837,2015-04-13,Finland,KaggleMart,Kaggle Hat,372,0,0
1838,2015-04-13,Finland,KaggleMart,Kaggle Sticker,90,0,0
1839,2015-04-13,Finland,KaggleRama,Kaggle Mug,315,0,0
1840,2015-04-13,Finland,KaggleRama,Kaggle Hat,646,0,0
1841,2015-04-13,Finland,KaggleRama,Kaggle Sticker,164,0,0
1842,2015-04-13,Norway,KaggleMart,Kaggle Mug,301,0,0
1843,2015-04-13,Norway,KaggleMart,Kaggle Hat,661,0,0
1844,2015-04-13,Norway,KaggleMart,Kaggle Sticker,161,0,0
1845,2015-04-13,Norway,KaggleRama,Kaggle Mug,540,0,0
1846,2015-04-13,Norway,KaggleRama,Kaggle Hat,1224,0,0
1847,2015-04-13,Norway,KaggleRama,Kaggle Sticker,286,0,0
1848,2015-04-13,Sweden,KaggleMart,Kaggle Mug,219,0,0
1849,2015-04-13,Sweden,KaggleMart,Kaggle Hat,502,0,0
1850,2015-04-13,Sweden,KaggleMart,Kaggle Sticker,98,0,0
1851,2015-04-13,Sweden,KaggleRama,Kaggle Mug,358,0,0
1852,2015-04-13,Sweden,KaggleRama,Kaggle Hat,806,0,0
1853,2015-04-13,Sweden,KaggleRama,Kaggle Sticker,187,0,0
1854,2015-04-14,Finland,KaggleMart,Kaggle Mug,179,0,0
1855,2015-04-14,Finland,KaggleMart,Kaggle Hat,371,0,0
1856,2015-04-14,Finland,KaggleMart,Kaggle Sticker,96,0,0
1857,2015-04-14,Finland,KaggleRama,Kaggle Mug,272,0,0
1858,2015-04-14,Finland,KaggleRama,Kaggle Hat,617,0,0
1859,2015-04-14,Finland,KaggleRama,Kaggle Sticker,145,0,0
1860,2015-04-14,Norway,KaggleMart,Kaggle Mug,289,0,0
1861,2015-04-14,Norway,KaggleMart,Kaggle Hat,748,0,0
1862,2015-04-14,Norway,KaggleMart,Kaggle Sticker,144,0,0
1863,2015-04-14,Norway,KaggleRama,Kaggle Mug,511,0,0
1864,2015-04-14,Norway,KaggleRama,Kaggle Hat,1114,0,0
1865,2015-04-14,Norway,KaggleRama,Kaggle Sticker,252,0,0
1866,2015-04-14,Sweden,KaggleMart,Kaggle Mug,203,0,0
1867,2015-04-14,Sweden,KaggleMart,Kaggle Hat,489,0,0
1868,2015-04-14,Sweden,KaggleMart,Kaggle Sticker,110,0,0
1869,2015-04-14,Sweden,KaggleRama,Kaggle Mug,361,0,0
1870,2015-04-14,Sweden,KaggleRama,Kaggle Hat,748,0,0
1871,2015-04-14,Sweden,KaggleRama,Kaggle Sticker,177,0,0
1872,2015-04-15,Finland,KaggleMart,Kaggle Mug,154,0,0
1873,2015-04-15,Finland,KaggleMart,Kaggle Hat,363,0,0
1874,2015-04-15,Finland,KaggleMart,Kaggle Sticker,85,0,0
1875,2015-04-15,Finland,KaggleRama,Kaggle Mug,292,0,0
1876,2015-04-15,Finland,KaggleRama,Kaggle Hat,604,0,0
1877,2015-04-15,Finland,KaggleRama,Kaggle Sticker,146,0,0
1878,2015-04-15,Norway,KaggleMart,Kaggle Mug,298,0,0
1879,2015-04-15,Norway,KaggleMart,Kaggle Hat,575,0,0
1880,2015-04-15,Norway,KaggleMart,Kaggle Sticker,140,0,0
1881,2015-04-15,Norway,KaggleRama,Kaggle Mug,458,0,0
1882,2015-04-15,Norway,KaggleRama,Kaggle Hat,1162,0,0
1883,2015-04-15,Norway,KaggleRama,Kaggle Sticker,254,0,0
1884,2015-04-15,Sweden,KaggleMart,Kaggle Mug,174,0,0
1885,2015-04-15,Sweden,KaggleMart,Kaggle Hat,407,0,0
1886,2015-04-15,Sweden,KaggleMart,Kaggle Sticker,105,0,0
1887,2015-04-15,Sweden,KaggleRama,Kaggle Mug,327,0,0
1888,2015-04-15,Sweden,KaggleRama,Kaggle Hat,823,0,0
1889,2015-04-15,Sweden,KaggleRama,Kaggle Sticker,181,0,0
1890,2015-04-16,Finland,KaggleMart,Kaggle Mug,154,0,0
1891,2015-04-16,Finland,KaggleMart,Kaggle Hat,345,0,0
1892,2015-04-16,Finland,KaggleMart,Kaggle Sticker,87,0,0
1893,2015-04-16,Finland,KaggleRama,Kaggle Mug,252,0,0
1894,2015-04-16,Finland,KaggleRama,Kaggle Hat,577,0,0
1895,2015-04-16,Finland,KaggleRama,Kaggle Sticker,142,0,0
1896,2015-04-16,Norway,KaggleMart,Kaggle Mug,279,0,0
1897,2015-04-16,Norway,KaggleMart,Kaggle Hat,590,0,0
1898,2015-04-16,Norway,KaggleMart,Kaggle Sticker,135,0,0
1899,2015-04-16,Norway,KaggleRama,Kaggle Mug,522,0,0
1900,2015-04-16,Norway,KaggleRama,Kaggle Hat,1061,0,0
1901,2015-04-16,Norway,KaggleRama,Kaggle Sticker,257,0,0
1902,2015-04-16,Sweden,KaggleMart,Kaggle Mug,190,0,0
1903,2015-04-16,Sweden,KaggleMart,Kaggle Hat,386,0,0
1904,2015-04-16,Sweden,KaggleMart,Kaggle Sticker,96,0,0
1905,2015-04-16,Sweden,KaggleRama,Kaggle Mug,343,0,0
1906,2015-04-16,Sweden,KaggleRama,Kaggle Hat,778,0,0
1907,2015-04-16,Sweden,KaggleRama,Kaggle Sticker,181,0,0
1908,2015-04-17,Finland,KaggleMart,Kaggle Mug,153,0,0
1909,2015-04-17,Finland,KaggleMart,Kaggle Hat,386,0,0
1910,2015-04-17,Finland,KaggleMart,Kaggle Sticker,87,0,0
1911,2015-04-17,Finland,KaggleRama,Kaggle Mug,286,0,0
1912,2015-04-17,Finland,KaggleRama,Kaggle Hat,667,0,0
1913,2015-04-17,Finland,KaggleRama,Kaggle Sticker,156,0,0
1914,2015-04-17,Norway,KaggleMart,Kaggle Mug,289,0,0
1915,2015-04-17,Norway,KaggleMart,Kaggle Hat,651,0,0
1916,2015-04-17,Norway,KaggleMart,Kaggle Sticker,157,0,0
1917,2015-04-17,Norway,KaggleRama,Kaggle Mug,463,0,0
1918,2015-04-17,Norway,KaggleRama,Kaggle Hat,1095,0,0
1919,2015-04-17,Norway,KaggleRama,Kaggle Sticker,250,0,0
1920,2015-04-17,Sweden,KaggleMart,Kaggle Mug,186,0,0
1921,2015-04-17,Sweden,KaggleMart,Kaggle Hat,475,0,0
1922,2015-04-17,Sweden,KaggleMart,Kaggle Sticker,106,0,0
1923,2015-04-17,Sweden,KaggleRama,Kaggle Mug,354,0,0
1924,2015-04-17,Sweden,KaggleRama,Kaggle Hat,774,0,0
1925,2015-04-17,Sweden,KaggleRama,Kaggle Sticker,173,0,0
1926,2015-04-18,Finland,KaggleMart,Kaggle Mug,208,0,0
1927,2015-04-18,Finland,KaggleMart,Kaggle Hat,448,0,0
1928,2015-04-18,Finland,KaggleMart,Kaggle Sticker,104,0,0
1929,2015-04-18,Finland,KaggleRama,Kaggle Mug,352,0,0
1930,2015-04-18,Finland,KaggleRama,Kaggle Hat,744,0,0
1931,2015-04-18,Finland,KaggleRama,Kaggle Sticker,165,0,0
1932,2015-04-18,Norway,KaggleMart,Kaggle Mug,384,0,0
1933,2015-04-18,Norway,KaggleMart,Kaggle Hat,792,0,0
1934,2015-04-18,Norway,KaggleMart,Kaggle Sticker,170,0,0
1935,2015-04-18,Norway,KaggleRama,Kaggle Mug,610,0,0
1936,2015-04-18,Norway,KaggleRama,Kaggle Hat,1316,0,0
1937,2015-04-18,Norway,KaggleRama,Kaggle Sticker,293,0,0
1938,2015-04-18,Sweden,KaggleMart,Kaggle Mug,240,0,0
1939,2015-04-18,Sweden,KaggleMart,Kaggle Hat,490,0,0
1940,2015-04-18,Sweden,KaggleMart,Kaggle Sticker,124,0,0
1941,2015-04-18,Sweden,KaggleRama,Kaggle Mug,393,0,0
1942,2015-04-18,Sweden,KaggleRama,Kaggle Hat,941,0,0
1943,2015-04-18,Sweden,KaggleRama,Kaggle Sticker,223,0,0
1944,2015-04-19,Finland,KaggleMart,Kaggle Mug,209,0,0
1945,2015-04-19,Finland,KaggleMart,Kaggle Hat,484,0,0
1946,2015-04-19,Finland,KaggleMart,Kaggle Sticker,99,0,0
1947,2015-04-19,Finland,KaggleRama,Kaggle Mug,337,0,0
1948,2015-04-19,Finland,KaggleRama,Kaggle Hat,840,0,0
1949,2015-04-19,Finland,KaggleRama,Kaggle Sticker,190,0,0
1950,2015-04-19,Norway,KaggleMart,Kaggle Mug,319,0,0
1951,2015-04-19,Norway,KaggleMart,Kaggle Hat,795,0,0
1952,2015-04-19,Norway,KaggleMart,Kaggle Sticker,173,0,0
1953,2015-04-19,Norway,KaggleRama,Kaggle Mug,576,0,0
1954,2015-04-19,Norway,KaggleRama,Kaggle Hat,1251,0,0
1955,2015-04-19,Norway,KaggleRama,Kaggle Sticker,319,0,0
1956,2015-04-19,Sweden,KaggleMart,Kaggle Mug,232,0,0
1957,2015-04-19,Sweden,KaggleMart,Kaggle Hat,542,0,0
1958,2015-04-19,Sweden,KaggleMart,Kaggle Sticker,132,0,0
1959,2015-04-19,Sweden,KaggleRama,Kaggle Mug,385,0,0
1960,2015-04-19,Sweden,KaggleRama,Kaggle Hat,1041,0,0
1961,2015-04-19,Sweden,KaggleRama,Kaggle Sticker,219,0,0
1962,2015-04-20,Finland,KaggleMart,Kaggle Mug,164,0,0
1963,2015-04-20,Finland,KaggleMart,Kaggle Hat,369,0,0
1964,2015-04-20,Finland,KaggleMart,Kaggle Sticker,88,0,0
1965,2015-04-20,Finland,KaggleRama,Kaggle Mug,268,0,0
1966,2015-04-20,Finland,KaggleRama,Kaggle Hat,582,0,0
1967,2015-04-20,Finland,KaggleRama,Kaggle Sticker,141,0,0
1968,2015-04-20,Norway,KaggleMart,Kaggle Mug,267,0,0
1969,2015-04-20,Norway,KaggleMart,Kaggle Hat,615,0,0
1970,2015-04-20,Norway,KaggleMart,Kaggle Sticker,148,0,0
1971,2015-04-20,Norway,KaggleRama,Kaggle Mug,493,0,0
1972,2015-04-20,Norway,KaggleRama,Kaggle Hat,1085,0,0
1973,2015-04-20,Norway,KaggleRama,Kaggle Sticker,268,0,0
1974,2015-04-20,Sweden,KaggleMart,Kaggle Mug,179,0,0
1975,2015-04-20,Sweden,KaggleMart,Kaggle Hat,433,0,0
1976,2015-04-20,Sweden,KaggleMart,Kaggle Sticker,97,0,0
1977,2015-04-20,Sweden,KaggleRama,Kaggle Mug,312,0,0
1978,2015-04-20,Sweden,KaggleRama,Kaggle Hat,706,0,0
1979,2015-04-20,Sweden,KaggleRama,Kaggle Sticker,171,0,0
1980,2015-04-21,Finland,KaggleMart,Kaggle Mug,160,0,0
1981,2015-04-21,Finland,KaggleMart,Kaggle Hat,311,0,0
1982,2015-04-21,Finland,KaggleMart,Kaggle Sticker,79,0,0
1983,2015-04-21,Finland,KaggleRama,Kaggle Mug,244,0,0
1984,2015-04-21,Finland,KaggleRama,Kaggle Hat,638,0,0
1985,2015-04-21,Finland,KaggleRama,Kaggle Sticker,138,0,0
1986,2015-04-21,Norway,KaggleMart,Kaggle Mug,289,0,0
1987,2015-04-21,Norway,KaggleMart,Kaggle Hat,639,0,0
1988,2015-04-21,Norway,KaggleMart,Kaggle Sticker,148,0,0
1989,2015-04-21,Norway,KaggleRama,Kaggle Mug,485,0,0
1990,2015-04-21,Norway,KaggleRama,Kaggle Hat,1076,0,0
1991,2015-04-21,Norway,KaggleRama,Kaggle Sticker,248,0,0
1992,2015-04-21,Sweden,KaggleMart,Kaggle Mug,190,0,0
1993,2015-04-21,Sweden,KaggleMart,Kaggle Hat,420,0,0
1994,2015-04-21,Sweden,KaggleMart,Kaggle Sticker,93,0,0
1995,2015-04-21,Sweden,KaggleRama,Kaggle Mug,312,0,0
1996,2015-04-21,Sweden,KaggleRama,Kaggle Hat,744,0,0
1997,2015-04-21,Sweden,KaggleRama,Kaggle Sticker,175,0,0
1998,2015-04-22,Finland,KaggleMart,Kaggle Mug,153,0,0
1999,2015-04-22,Finland,KaggleMart,Kaggle Hat,337,0,0
2000,2015-04-22,Finland,KaggleMart,Kaggle Sticker,82,0,0
2001,2015-04-22,Finland,KaggleRama,Kaggle Mug,280,0,0
2002,2015-04-22,Finland,KaggleRama,Kaggle Hat,648,0,0
2003,2015-04-22,Finland,KaggleRama,Kaggle Sticker,140,0,0
2004,2015-04-22,Norway,KaggleMart,Kaggle Mug,252,0,0
2005,2015-04-22,Norway,KaggleMart,Kaggle Hat,585,0,0
2006,2015-04-22,Norway,KaggleMart,Kaggle Sticker,141,0,0
2007,2015-04-22,Norway,KaggleRama,Kaggle Mug,472,0,0
2008,2015-04-22,Norway,KaggleRama,Kaggle Hat,1039,0,0
2009,2015-04-22,Norway,KaggleRama,Kaggle Sticker,249,0,0
2010,2015-04-22,Sweden,KaggleMart,Kaggle Mug,189,0,0
2011,2015-04-22,Sweden,KaggleMart,Kaggle Hat,413,0,0
2012,2015-04-22,Sweden,KaggleMart,Kaggle Sticker,111,0,0
2013,2015-04-22,Sweden,KaggleRama,Kaggle Mug,322,0,0
2014,2015-04-22,Sweden,KaggleRama,Kaggle Hat,653,0,0
2015,2015-04-22,Sweden,KaggleRama,Kaggle Sticker,160,0,0
2016,2015-04-23,Finland,KaggleMart,Kaggle Mug,170,0,0
2017,2015-04-23,Finland,KaggleMart,Kaggle Hat,354,0,0
2018,2015-04-23,Finland,KaggleMart,Kaggle Sticker,78,0,0
2019,2015-04-23,Finland,KaggleRama,Kaggle Mug,277,0,0
2020,2015-04-23,Finland,KaggleRama,Kaggle Hat,579,0,0
2021,2015-04-23,Finland,KaggleRama,Kaggle Sticker,145,0,0
2022,2015-04-23,Norway,KaggleMart,Kaggle Mug,280,0,0
2023,2015-04-23,Norway,KaggleMart,Kaggle Hat,661,0,0
2024,2015-04-23,Norway,KaggleMart,Kaggle Sticker,145,0,0
2025,2015-04-23,Norway,KaggleRama,Kaggle Mug,506,0,0
2026,2015-04-23,Norway,KaggleRama,Kaggle Hat,981,0,0
2027,2015-04-23,Norway,KaggleRama,Kaggle Sticker,275,0,0
2028,2015-04-23,Sweden,KaggleMart,Kaggle Mug,164,0,0
2029,2015-04-23,Sweden,KaggleMart,Kaggle Hat,413,0,0
2030,2015-04-23,Sweden,KaggleMart,Kaggle Sticker,95,0,0
2031,2015-04-23,Sweden,KaggleRama,Kaggle Mug,311,0,0
2032,2015-04-23,Sweden,KaggleRama,Kaggle Hat,698,0,0
2033,2015-04-23,Sweden,KaggleRama,Kaggle Sticker,172,0,0
2034,2015-04-24,Finland,KaggleMart,Kaggle Mug,170,0,0
2035,2015-04-24,Finland,KaggleMart,Kaggle Hat,349,0,0
2036,2015-04-24,Finland,KaggleMart,Kaggle Sticker,80,0,0
2037,2015-04-24,Finland,KaggleRama,Kaggle Mug,291,0,0
2038,2015-04-24,Finland,KaggleRama,Kaggle Hat,649,0,0
2039,2015-04-24,Finland,KaggleRama,Kaggle Sticker,150,0,0
2040,2015-04-24,Norway,KaggleMart,Kaggle Mug,273,0,0
2041,2015-04-24,Norway,KaggleMart,Kaggle Hat,648,0,0
2042,2015-04-24,Norway,KaggleMart,Kaggle Sticker,144,0,0
2043,2015-04-24,Norway,KaggleRama,Kaggle Mug,514,0,0
2044,2015-04-24,Norway,KaggleRama,Kaggle Hat,1135,0,0
2045,2015-04-24,Norway,KaggleRama,Kaggle Sticker,265,0,0
2046,2015-04-24,Sweden,KaggleMart,Kaggle Mug,185,0,0
2047,2015-04-24,Sweden,KaggleMart,Kaggle Hat,456,0,0
2048,2015-04-24,Sweden,KaggleMart,Kaggle Sticker,99,0,0
2049,2015-04-24,Sweden,KaggleRama,Kaggle Mug,334,0,0
2050,2015-04-24,Sweden,KaggleRama,Kaggle Hat,761,0,0
2051,2015-04-24,Sweden,KaggleRama,Kaggle Sticker,182,0,0
2052,2015-04-25,Finland,KaggleMart,Kaggle Mug,200,0,0
2053,2015-04-25,Finland,KaggleMart,Kaggle Hat,415,0,0
2054,2015-04-25,Finland,KaggleMart,Kaggle Sticker,96,0,0
2055,2015-04-25,Finland,KaggleRama,Kaggle Mug,355,0,0
2056,2015-04-25,Finland,KaggleRama,Kaggle Hat,777,0,0
2057,2015-04-25,Finland,KaggleRama,Kaggle Sticker,201,0,0
2058,2015-04-25,Norway,KaggleMart,Kaggle Mug,335,0,0
2059,2015-04-25,Norway,KaggleMart,Kaggle Hat,720,0,0
2060,2015-04-25,Norway,KaggleMart,Kaggle Sticker,172,0,0
2061,2015-04-25,Norway,KaggleRama,Kaggle Mug,561,0,0
2062,2015-04-25,Norway,KaggleRama,Kaggle Hat,1390,0,0
2063,2015-04-25,Norway,KaggleRama,Kaggle Sticker,288,0,0
2064,2015-04-25,Sweden,KaggleMart,Kaggle Mug,227,0,0
2065,2015-04-25,Sweden,KaggleMart,Kaggle Hat,540,0,0
2066,2015-04-25,Sweden,KaggleMart,Kaggle Sticker,119,0,0
2067,2015-04-25,Sweden,KaggleRama,Kaggle Mug,405,0,0
2068,2015-04-25,Sweden,KaggleRama,Kaggle Hat,1032,0,0
2069,2015-04-25,Sweden,KaggleRama,Kaggle Sticker,217,0,0
2070,2015-04-26,Finland,KaggleMart,Kaggle Mug,208,0,0
2071,2015-04-26,Finland,KaggleMart,Kaggle Hat,447,0,0
2072,2015-04-26,Finland,KaggleMart,Kaggle Sticker,105,0,0
2073,2015-04-26,Finland,KaggleRama,Kaggle Mug,345,0,0
2074,2015-04-26,Finland,KaggleRama,Kaggle Hat,714,0,0
2075,2015-04-26,Finland,KaggleRama,Kaggle Sticker,183,0,0
2076,2015-04-26,Norway,KaggleMart,Kaggle Mug,330,0,0
2077,2015-04-26,Norway,KaggleMart,Kaggle Hat,750,0,0
2078,2015-04-26,Norway,KaggleMart,Kaggle Sticker,168,0,0
2079,2015-04-26,Norway,KaggleRama,Kaggle Mug,547,0,0
2080,2015-04-26,Norway,KaggleRama,Kaggle Hat,1340,0,0
2081,2015-04-26,Norway,KaggleRama,Kaggle Sticker,297,0,0
2082,2015-04-26,Sweden,KaggleMart,Kaggle Mug,227,0,0
2083,2015-04-26,Sweden,KaggleMart,Kaggle Hat,488,0,0
2084,2015-04-26,Sweden,KaggleMart,Kaggle Sticker,116,0,0
2085,2015-04-26,Sweden,KaggleRama,Kaggle Mug,413,0,0
2086,2015-04-26,Sweden,KaggleRama,Kaggle Hat,878,0,0
2087,2015-04-26,Sweden,KaggleRama,Kaggle Sticker,241,0,0
2088,2015-04-27,Finland,KaggleMart,Kaggle Mug,163,0,0
2089,2015-04-27,Finland,KaggleMart,Kaggle Hat,362,0,0
2090,2015-04-27,Finland,KaggleMart,Kaggle Sticker,84,0,0
2091,2015-04-27,Finland,KaggleRama,Kaggle Mug,252,0,0
2092,2015-04-27,Finland,KaggleRama,Kaggle Hat,526,0,0
2093,2015-04-27,Finland,KaggleRama,Kaggle Sticker,149,0,0
2094,2015-04-27,Norway,KaggleMart,Kaggle Mug,252,0,0
2095,2015-04-27,Norway,KaggleMart,Kaggle Hat,564,0,0
2096,2015-04-27,Norway,KaggleMart,Kaggle Sticker,144,0,0
2097,2015-04-27,Norway,KaggleRama,Kaggle Mug,512,0,0
2098,2015-04-27,Norway,KaggleRama,Kaggle Hat,1005,0,0
2099,2015-04-27,Norway,KaggleRama,Kaggle Sticker,236,0,0
2100,2015-04-27,Sweden,KaggleMart,Kaggle Mug,174,0,0
2101,2015-04-27,Sweden,KaggleMart,Kaggle Hat,403,0,0
2102,2015-04-27,Sweden,KaggleMart,Kaggle Sticker,99,0,0
2103,2015-04-27,Sweden,KaggleRama,Kaggle Mug,292,0,0
2104,2015-04-27,Sweden,KaggleRama,Kaggle Hat,646,0,0
2105,2015-04-27,Sweden,KaggleRama,Kaggle Sticker,182,0,0
2106,2015-04-28,Finland,KaggleMart,Kaggle Mug,143,0,0
2107,2015-04-28,Finland,KaggleMart,Kaggle Hat,354,0,0
2108,2015-04-28,Finland,KaggleMart,Kaggle Sticker,80,0,0
2109,2015-04-28,Finland,KaggleRama,Kaggle Mug,265,0,0
2110,2015-04-28,Finland,KaggleRama,Kaggle Hat,582,0,0
2111,2015-04-28,Finland,KaggleRama,Kaggle Sticker,140,0,0
2112,2015-04-28,Norway,KaggleMart,Kaggle Mug,248,0,0
2113,2015-04-28,Norway,KaggleMart,Kaggle Hat,654,0,0
2114,2015-04-28,Norway,KaggleMart,Kaggle Sticker,143,0,0
2115,2015-04-28,Norway,KaggleRama,Kaggle Mug,457,0,0
2116,2015-04-28,Norway,KaggleRama,Kaggle Hat,1054,0,0
2117,2015-04-28,Norway,KaggleRama,Kaggle Sticker,258,0,0
2118,2015-04-28,Sweden,KaggleMart,Kaggle Mug,174,0,0
2119,2015-04-28,Sweden,KaggleMart,Kaggle Hat,404,0,0
2120,2015-04-28,Sweden,KaggleMart,Kaggle Sticker,98,0,0
2121,2015-04-28,Sweden,KaggleRama,Kaggle Mug,309,0,0
2122,2015-04-28,Sweden,KaggleRama,Kaggle Hat,742,0,0
2123,2015-04-28,Sweden,KaggleRama,Kaggle Sticker,168,0,0
2124,2015-04-29,Finland,KaggleMart,Kaggle Mug,152,0,0
2125,2015-04-29,Finland,KaggleMart,Kaggle Hat,373,0,0
2126,2015-04-29,Finland,KaggleMart,Kaggle Sticker,85,0,0
2127,2015-04-29,Finland,KaggleRama,Kaggle Mug,268,0,0
2128,2015-04-29,Finland,KaggleRama,Kaggle Hat,571,0,0
2129,2015-04-29,Finland,KaggleRama,Kaggle Sticker,147,0,0
2130,2015-04-29,Norway,KaggleMart,Kaggle Mug,256,0,0
2131,2015-04-29,Norway,KaggleMart,Kaggle Hat,590,0,0
2132,2015-04-29,Norway,KaggleMart,Kaggle Sticker,118,0,0
2133,2015-04-29,Norway,KaggleRama,Kaggle Mug,438,0,0
2134,2015-04-29,Norway,KaggleRama,Kaggle Hat,1020,0,0
2135,2015-04-29,Norway,KaggleRama,Kaggle Sticker,245,0,0
2136,2015-04-29,Sweden,KaggleMart,Kaggle Mug,177,0,0
2137,2015-04-29,Sweden,KaggleMart,Kaggle Hat,415,0,0
2138,2015-04-29,Sweden,KaggleMart,Kaggle Sticker,98,0,0
2139,2015-04-29,Sweden,KaggleRama,Kaggle Mug,330,0,0
2140,2015-04-29,Sweden,KaggleRama,Kaggle Hat,771,0,0
2141,2015-04-29,Sweden,KaggleRama,Kaggle Sticker,167,0,0
2142,2015-04-30,Finland,KaggleMart,Kaggle Mug,152,0,0
2143,2015-04-30,Finland,KaggleMart,Kaggle Hat,353,0,0
2144,2015-04-30,Finland,KaggleMart,Kaggle Sticker,80,0,0
2145,2015-04-30,Finland,KaggleRama,Kaggle Mug,285,0,0
